集計年,都道府県コード,都道府県名,総人口（人）,年少人口（人）,生産年齢人口（人）,老年人口（人）,年少人口割合,生産年齢人口割合,老年人口割合
1960,01,北海道,5039206,1681479,3145664,212063,0.33,0.62,0.04
1960,02,青森県,1426606,513397,848838,64371,0.36,0.6,0.05
1960,03,岩手県,1448517,501782,870492,76243,0.35,0.6,0.05
1960,04,宮城県,1743195,584497,1063732,94966,0.34,0.61,0.05
1960,05,秋田県,1335580,457929,816077,61574,0.34,0.61,0.05
1960,06,山形県,1320664,422576,821599,76489,0.32,0.62,0.06
1960,07,福島県,2051137,720721,1208990,121426,0.35,0.59,0.06
1960,08,茨城県,2047024,672204,1240591,134229,0.33,0.61,0.07
1960,09,栃木県,1513624,510097,909207,94320,0.34,0.6,0.06
1960,10,群馬県,1578476,500151,981555,96770,0.32,0.62,0.06
1960,11,埼玉県,2430871,752024,1545841,133006,0.31,0.64,0.05
1960,12,千葉県,2306010,700195,1458717,147098,0.3,0.63,0.06
1960,13,東京都,9683802,2249052,7067087,367663,0.23,0.73,0.04
1960,14,神奈川県,3443176,940719,2351581,150876,0.27,0.68,0.04
1960,15,新潟県,2442037,798808,1490414,152815,0.33,0.61,0.06
1960,16,富山県,1032614,307923,662018,62673,0.3,0.64,0.06
1960,17,石川県,973418,294067,613802,65549,0.3,0.63,0.07
1960,18,福井県,752696,230950,467299,54447,0.31,0.62,0.07
1960,19,山梨県,782062,246727,481033,54302,0.32,0.62,0.07
1960,20,長野県,1981433,571749,1267103,142581,0.29,0.64,0.07
1960,21,岐阜県,1638399,488014,1041553,108832,0.3,0.64,0.07
1960,22,静岡県,2756271,851953,1741510,162808,0.31,0.63,0.06
1960,23,愛知県,4206313,1146564,2840677,219072,0.27,0.68,0.05
1960,24,三重県,1485054,427532,950531,106991,0.29,0.64,0.07
1960,25,滋賀県,842695,242327,536713,63655,0.29,0.64,0.08
1960,26,京都府,1993403,510521,1356441,126441,0.26,0.68,0.06
1960,27,大阪府,5504746,1408751,3861837,234158,0.26,0.7,0.04
1960,28,兵庫県,3906487,1089072,2594822,222593,0.28,0.66,0.06
1960,29,奈良県,781058,213183,515426,52449,0.27,0.66,0.07
1960,30,和歌山県,1002191,284394,645003,72794,0.28,0.64,0.07
1960,31,鳥取県,599135,186407,366761,45967,0.31,0.61,0.08
1960,32,島根県,888886,282596,531573,74717,0.32,0.6,0.08
1960,33,岡山県,1670454,480141,1064304,126009,0.29,0.64,0.08
1960,34,広島県,2184043,630494,1398637,154912,0.29,0.64,0.07
1960,35,山口県,1602207,490455,1002957,108795,0.31,0.63,0.07
1960,36,徳島県,847274,275274,508733,63267,0.32,0.6,0.07
1960,37,香川県,918867,277844,572304,68719,0.3,0.62,0.07
1960,38,愛媛県,1500687,491067,901968,107652,0.33,0.6,0.07
1960,39,高知県,854595,253081,528882,72632,0.3,0.62,0.08
1960,40,福岡県,4006679,1257355,2541467,207857,0.31,0.63,0.05
1960,41,佐賀県,942874,324790,558230,59854,0.34,0.59,0.06
1960,42,長崎県,1760421,638850,1019529,102042,0.36,0.58,0.06
1960,43,熊本県,1856192,629548,1099534,127110,0.34,0.59,0.07
1960,44,大分県,1239655,405103,746271,88281,0.33,0.6,0.07
1960,45,宮崎県,1134590,405950,661023,67617,0.36,0.58,0.06
1960,46,鹿児島県,1963104,718263,1103720,141121,0.37,0.56,0.07
1960,47,沖縄県,883122,367553,467269,48171,0.42,0.53,0.05
1965,01,北海道,5171800,1462123,3460359,249318,0.28,0.67,0.05
1965,02,青森県,1416591,447068,894521,75002,0.32,0.63,0.05
1965,03,岩手県,1411118,429521,895550,86047,0.3,0.63,0.06
1965,04,宮城県,1753126,503630,1141867,107629,0.29,0.65,0.06
1965,05,秋田県,1279835,373157,832800,73878,0.29,0.65,0.06
1965,06,山形県,1263103,348572,827075,87456,0.28,0.65,0.07
1965,07,福島県,1983754,608959,1239658,135137,0.31,0.62,0.07
1965,08,茨城県,2056154,580171,1327621,148362,0.28,0.65,0.07
1965,09,栃木県,1521656,429447,986774,105435,0.28,0.65,0.07
1965,10,群馬県,1605584,423874,1071433,110277,0.26,0.67,0.07
1965,11,埼玉県,3014983,790961,2066337,157685,0.26,0.69,0.05
1965,12,千葉県,2701770,701340,1828708,171722,0.26,0.68,0.06
1965,13,東京都,10869244,2216945,8183336,468963,0.2,0.75,0.04
1965,14,神奈川県,4430743,1035303,3201686,193754,0.23,0.72,0.04
1965,15,新潟県,2398931,662459,1571831,164641,0.28,0.66,0.07
1965,16,富山県,1025465,246284,709713,69468,0.24,0.69,0.07
1965,17,石川県,980499,244016,666139,70344,0.25,0.68,0.07
1965,18,福井県,750557,196959,494820,58778,0.26,0.66,0.08
1965,19,山梨県,763194,209781,493846,59567,0.27,0.65,0.08
1965,20,長野県,1958007,484702,1315337,157968,0.25,0.67,0.08
1965,21,岐阜県,1700365,436436,1144142,119787,0.26,0.67,0.07
1965,22,静岡県,2912521,776319,1950298,185904,0.27,0.67,0.06
1965,23,愛知県,4798653,1149974,3394933,253746,0.24,0.71,0.05
1965,24,三重県,1514467,375217,1019994,119256,0.25,0.67,0.08
1965,25,滋賀県,853385,211318,572816,69251,0.25,0.67,0.08
1965,26,京都府,2102808,451185,1503715,147908,0.21,0.72,0.07
1965,27,大阪府,6657189,1526823,4826846,303520,0.23,0.73,0.05
1965,28,兵庫県,4309944,1037393,3006974,265577,0.24,0.7,0.06
1965,29,奈良県,825965,196950,568411,60604,0.24,0.69,0.07
1965,30,和歌山県,1026975,252165,692317,82493,0.25,0.67,0.08
1965,31,鳥取県,579853,154589,374525,50739,0.27,0.65,0.09
1965,32,島根県,821620,218403,523286,79931,0.27,0.64,0.1
1965,33,岡山県,1645135,396579,1105115,143441,0.24,0.67,0.09
1965,34,広島県,2281146,552521,1552711,175914,0.24,0.68,0.08
1965,35,山口県,1543573,393960,1027984,121629,0.26,0.67,0.08
1965,36,徳島県,815115,219279,527617,68219,0.27,0.65,0.08
1965,37,香川県,900845,219450,604865,76530,0.24,0.67,0.08
1965,38,愛媛県,1446384,394189,933371,118824,0.27,0.65,0.08
1965,39,高知県,812714,200055,530837,81822,0.25,0.65,0.1
1965,40,福岡県,3964611,1040391,2678982,245238,0.26,0.68,0.06
1965,41,佐賀県,871885,260148,543568,68169,0.3,0.62,0.08
1965,42,長崎県,1641245,527123,999303,114819,0.32,0.61,0.07
1965,43,熊本県,1770736,521466,1105606,143664,0.29,0.62,0.08
1965,44,大分県,1187480,329717,759450,98313,0.28,0.64,0.08
1965,45,宮崎県,1080692,335056,668656,76980,0.31,0.62,0.07
1965,46,鹿児島県,1853541,594204,1102221,157116,0.32,0.59,0.08
1965,47,沖縄県,934176,363048,516288,54789,0.39,0.55,0.06
1970,01,北海道,5184287,1309487,3575731,299069,0.25,0.69,0.06
1970,02,青森県,1427520,396883,940235,90402,0.28,0.66,0.06
1970,03,岩手県,1371383,362118,908795,100470,0.26,0.66,0.07
1970,04,宮城県,1819223,448834,1244711,125678,0.25,0.68,0.07
1970,05,秋田県,1241376,303286,847538,90552,0.24,0.68,0.07
1970,06,山形県,1225618,287877,833203,104538,0.23,0.68,0.09
1970,07,福島県,1946077,508172,1283176,154729,0.26,0.66,0.08
1970,08,茨城県,2143551,534225,1440059,169267,0.25,0.67,0.08
1970,09,栃木県,1580021,389016,1069584,121421,0.25,0.68,0.08
1970,10,群馬県,1658909,397032,1131078,130799,0.24,0.68,0.08
1970,11,埼玉県,3866472,1002863,2665020,198589,0.26,0.69,0.05
1970,12,千葉県,3366624,845616,2310068,210940,0.25,0.69,0.06
1970,13,東京都,11408071,2400630,8416630,590811,0.21,0.74,0.05
1970,14,神奈川県,5472247,1301772,3914556,255919,0.24,0.72,0.05
1970,15,新潟県,2360982,573414,1597283,190285,0.24,0.68,0.08
1970,16,富山県,1029695,229658,716831,83206,0.22,0.7,0.08
1970,17,石川県,1002420,235380,685300,81740,0.23,0.68,0.08
1970,18,福井県,744230,178056,499142,67032,0.24,0.67,0.09
1970,19,山梨県,762029,188449,505237,68343,0.25,0.66,0.09
1970,20,長野県,1956917,449533,1323665,183719,0.23,0.68,0.09
1970,21,岐阜県,1758954,426860,1193795,138299,0.24,0.68,0.08
1970,22,静岡県,3089895,765233,2106471,218191,0.25,0.68,0.07
1970,23,愛知県,5386163,1309642,3768879,307642,0.24,0.7,0.06
1970,24,三重県,1543083,360446,1044451,138186,0.23,0.68,0.09
1970,25,滋賀県,889768,205440,605063,79265,0.23,0.68,0.09
1970,26,京都府,2250087,484024,1588076,177987,0.22,0.71,0.08
1970,27,大阪府,7620480,1820583,5406092,393805,0.24,0.71,0.05
1970,28,兵庫県,4667928,1096958,3246965,324005,0.23,0.7,0.07
1970,29,奈良県,930160,212847,643163,74150,0.23,0.69,0.08
1970,30,和歌山県,1042736,243485,702967,96284,0.23,0.67,0.09
1970,31,鳥取県,568777,131725,380499,56553,0.23,0.67,0.1
1970,32,島根県,773575,178457,508173,86945,0.23,0.66,0.11
1970,33,岡山県,1707026,384967,1155806,166253,0.23,0.68,0.1
1970,34,広島県,2436135,558818,1676536,200781,0.23,0.69,0.08
1970,35,山口県,1511448,348362,1025839,137247,0.23,0.68,0.09
1970,36,徳島県,791111,183878,531168,76065,0.23,0.67,0.1
1970,37,香川県,907897,201068,620169,86660,0.22,0.68,0.1
1970,38,愛媛県,1418124,342671,942241,133212,0.24,0.66,0.09
